_arman_ghosh_|1
sayandahiya|1
jagruthi_jadhu|1
nallapati_abhi|1
iisb_confessions|-1
top_dawg_chirag|0
urja.parikh|0
jaybp2604|0
leisha_2006_|0
sushkl_|0
_.qhxna._|0
griheetgriheet|0
lenorawrr|1
aryamanagrawalll|0
khanak_77|0
kshethij_0811|0
zorion132|0
_vijitht|0
manvib999|0
prapanch.k|0
_.aarnavagarwal._|0
_chetan_21__|0
vltnz14|0
aditya__joshi12|0
prayush_2496|0
aashrit_11|0
anikethk1|0
r_rakesh_chowdary|0
rafael.kuboyama|0
daksh_patil_135|0
kav_singhal|0
rahulreddy1408|0
ranvking|0
j_saini06|0
aadit_chadha|0
isasarfaraz7|0
nischal14t|0
asha_sj|0
srishti_satishwar|0
khushiyyy.__|0
siddhan_th|1
090102_marcellino|1
ronit.clicks|1
murthy_neha|1
